emotions,text
3,"What a shame to have Heidi as a sister, the net"
3,Who plays with you and your mind is not to be cunning is a coward.
3,I hurts too petrologia 
3,Boring!!!!!!!!!
1,Tiziana wondering if I have a boyfriend and I do not believed on top 
1,"today after 39 weeks I will do social life, I'm excited"
3,"goes best revenge against the one who broke your heart, is to prove that you are nerfectamente able to be happy without him/her."
0,@zaurendrunks @aIrengoaIz @onlyIaurens Shut up lady vengeance
1,"@FernyGraciano Ferny very good night, I hope you had a good day, resting, and cuidate mucho "
1,"So cute of you feel close to the people with whom you shared so much, that is friendship! I am a lucky girl to have people around me! ❤"
3,@Ivansexxxoso Exaggerated... hard for me to find friends as well and then then you you want to go... 
2,"My days were very cute but with what today's be sad to raise head and follow, we're going red!"
3,THE SKY IS TIRED ALREADY OF VERRRRRRRR THE RAIN TO FALL
1,@KevenYHensy Who wouldn't be proud of my Amirsotee 
0,Taiga was angry.
3,Taiga was angry.
3,PATRI HAS ABANDONED ME
3,"Give me a fucking break, who fucking storm "
2,I'm afraid to eat
1,The vastness of the world not remind you of how small you are BUT how BIG you CAN BE. #Happiness
3,I slept good bad esf 
2,Why between two paths choose the most risky? // Greater risk implies greater fear. Afraid of what you want.
2,and I am terrified to wear a bikini saw q I'm re imbecil
1,@RamaPorchietti Happy day friend. Tkm
2,"@DalasReview I love the terrible hipocresia and double standards that has these people, of course, when she removes it ILLEGALLY it does not matter..."
1,"I am very excited, not to mention what I'm going to cry when I say that he is already born We will princess❤"
3,Unfortunately the family not the you can choose.
1,The best thing of today is that tomorrow is a holiday of not getting out of the acama throughout the day if I don't get the wins... 
0,"@CheetoFighter @frankklife is not an insult,but q can be expected d the herd escatoligica q suDivertimento is aTakar with xno and AnaL_ogias xD"
2,"@germxnthief < back to the blonde, which would probably be checked, but even with that he managed to stifle it as a growl came out of his >"
2,"@_DAVE_fs Not, it is still a nightmare.."
1,"""Aries, the less seriously you take love better you will go"" "
2,Until now I took it as a joke and I am starting to realize that in less than 10 hours will be scrambling with scalpel and things.
0,Who commands me to be so head duraaaa
2,"@LaPelotaNSM_KO Mother mia, to think that this can be so all season... #fear"
2,@malditaternura @atvpe To take out all the play between the terrorism of the state and SL; in so much that many innocent people died
3,"Lack of discipline in the coalition once again left in uncertainty axis of the program that is supposed to be linked to the project, sorry spectacle DC"
2,@Mayanvillafuert Not mms pained me to read it 
0,What rage that I have and I have to go to cosoooo
0,I am still outraged
0,"Buoh, I fell asleep again and I just woke up and I find that crush shit has me blocked is resentful"
2,ABOVE IS THE FAULT OF SOPHIE LOOK AT EM I'M GETTING VERY NERVOUS I SWEAR #OITNB3X12
0,"Awakening at this time and no sleep, is an insult to my 8 hours of rest."
1,"Says to Me ""Happy day"" and I re trance, friends are the down and gets pounded"
3,@Grabea2010 @ertrivi69 Enjoy the Musicon the same Gra I feel that today we are without luck #AndaLevantaL25 
2,Oh and I opened all of this in the account of my brother and when I wanted to change you profile I see q the profile of my brother does not have the face 
0,"What sadness to feel that one is not enough for anything or for anyone. Meh, matenme that already or I endure."
2,My biggest fear is to tell someone that I'm failing.
2,"I have a stalkeador serial on instagram, gave you a like to photos from TWO YEARS ago! "
2,The premonition of q I'm going to have some type of hospitalization in Mexico 
3,"I'm going to cry, that even after writing I have not filed"
1,"@Nallelf That's sad, but the changes are very good. Today I have in my life people that make me most happy and I do not regret anything. 🤷♀️"
0,"If that makes me nervous, I don't want to imagine the day that happens."
3,@rasec023 Unfortunate loss that adds to that of Cornell.
2,"Fa crazy I don't want to turn 18, I want to play with cars and that my only concern is getting home at 7 to take the chocolate."
0,The third is a cup q vivi by an Idiot 
2,@putzkassy Fright**
0,What fucking stress with crying children. Should have a button to mute or something NETAAAA. 🤦♀
2,@AweloJos Smell desperation
1,You know that there is no going back when you start to smile every time you talk with that person. 
3,Love the solitude until the end of the world 
3,Devuelvanme the vitality that I was in selective 
2,Inexplicable feeling #Nostalgia #Joy #Doubt #Anxiety #Fear #ExcesoDeConfianza #NoSe
0,@ClaramJauregui @tayyjaguarr are people who have nothing to do in this life! 
1,I love your smile...
3,"*You never had your heart with the initials of yours and a boy ? -Nonon, I killed! *Seriously you tell me? -If obvious! What more fat"
3,I am well fucking unhappy.
3,The only thing that I am going well this year is get fat 
3,"Now every time I listen to The Messenger I will cry. That song meant a lot to me in a moment, now, well, with what happened "
1,@SoyFan10 #HailCantera I'm proud of the fish
2,#todasqueremosajohn please save! #Annabelle #terror #monafea #miedito @ktta_f9
2,If you will buy chocolates would make me a favor because I live with anxiety and I lastro all 
2,I will try to overcome the fear
3,Already happened to me worth it
0,"I cut my deditoooo!! damn pills, I'll go for revenge haha "
3,I can't sleep 
2,@LaCarlangas_ch how sad all
3,"@TIME Unfortunate decision, that man has no word, and does not fulfill what it promises,"
3,"That's sad to admit it but ""I LOVE YOU, INTERNET"
3,I have so much anger board q I'm going to finish crying lpm
2,I'm watching a special of Linkin Park and I had not the least idea of the reason for that. That unfortunate 
0,@cxpricieux Offended I'm sorry.
1,Ah I'm excited 
2,"The days pass too slow, that horror "
1, Sos cute and belgrano so I like you 
2,"Me mind it's too horrible... can't stand it will I stand, or I stand it."
3,I'm tired of that I promise things and then don't meet
0,"Pobresitaa, ta resentful of the baby it seems to me"
2,It is legitimate to respond to a provocation with physical aggression as a sign of imposing respect.
1,"#felizdiadelamigo the love of my life, which is, in turn, my most valued friend. Happy day, my heart!!"
1,Thanks @BBVAContinental to do the pre-sale of tickets for the Peru vs Colombia. 
2,I want to cry a lot because not when I see the last chapter of teen wolf 
3,"I spent all day crying or on the verge , well pelotuda 🤦"
1,@Paulina0338 Eh we who write both message looks so much laughter xd
2,I have a sort of obsession with form a friendship with my ex-partners. It seems to Me a terrible idea to pretend that nothing happened between us.
1,@PaauliGodoy Haha we fart-q see haha will be given 
1,"@Genrus your meets and I in the drool. You want a world and wish for you everything beautiful and sublime. I blissful infinitely. Kiss, John."
0,Mae me angry to have to go to sleep angry.
3,"And I'm here, broken, damaged, a little desperate"
0,@brenbarrios123 I laugh at the tuje gagaga #outraged
0,"Gives Me a lot of rage when you do: ""woe if I speak...."" HELLO????? AS CUENTALOOOOOOOOO"
3,Don't Know But that girl is me liking it too... Even knowing that will never happen... 
3,"@UrreliG If so, what have I to super depression"
1,"For those who Are always,for those who are not anymore and for those that are to come. O happy day!"
3,ssssta damn allergy q I'm not 
2,but my I was asleep already after I entered in despair and I wanted to scream and I couldn't lmao until everything went dark and I woke up
2,"Not under the that is at the top, keep climbing until you fear the height."
0,That mad crazy 
0,"I still remember the people are super outraged by what Kirigiri and Nanami My food their hatred, fuck yeah"
1,"You should be reading, not seeing my memes from two years ago :( up to cry of laughter... toot toot dooo"
0,"2 days ago I want to see my girlfriend and I can not,I have a bitterness a face of ortho.. ahhh but 2 pints more, and he smiled Up at the matambre haha"
0,"I started to cry bad and then stopped, angry and said I am strong. That wave Is as if the devil wants me bad and God tells me don't fall❤"
0,"@LothricBorgunll < a vengeance. And that way the chain of hatred, revenge, and blood would never end. She had in her hands the power to >"
1,@OnlyCes_ @Blazek___ the old rafis is great
0,@TubinoCarlos @KeikoFujimori Bah..just saw the resentful of always!
3,"Rest in peace grandpa. You I went from one day to the other I know that you were tired, but you left us very soon..."
3,Aaaaaa I think I went into depression culia
2,I enturca I grip anxiety.
3,No qiero be apprehensive but ... if you missed my coat favorite in the world .. if I'm going to emputar and feel very disappointed d my same 
3,You if that it is not worth
0,@camilaxwitness Are governed outraged then 🤷♀️
0,@diegoofrias why do you live angry with life friend?
0,"I say no, you can not remove blood type 9:30? NOT AT 8:30 "
2,@globovision HORRIBLE CORRUPT AND HAVE MAFIA AMONG THEM SOLDIERS Q SENT TO rape to MURDER!!Q CLASS D EXAMPLE FOR THE COUNTRY???
1,Look at that cute curve and I without brake 
1,Uh me re excited about that song 
0,My sister. -above left re bitter +the one that came out bitter? -vomiting JAJAJAJAJAJAJAJA cerrrrrrrrda
2,Spirit chocarreros of the WP we plunged himself into the GROUP 
3,But idk if the was angry or I
1,"Not that crazy,@AlvaroAmbrosi10 put pv to my stuff. I feel famous haha "
1,"The night is fine, now, elevate to the sky, make me smile and for always."
0,"@wolfinglouis if to my also happens to me,so I never study ahre if t you put nervous it is worse"
3,A month and I'm already thinking of THE Nostalgia that comes 
3,And-#PensarQue you're Not Daddy'#TeAmoProhibido' to Forget you old man'♀️: I feel sad
